label,aggregation,model,weight,config,tautologyZ3,repairs_number,average,median,min,max,stddev
V1,no_aggregation,AFC,"[1.0, 1.0, 1.0]",default,1,24,0.63677317560204,0.551490757860759,4.49246779388923e-08,0.999524262602514,0.320060706226277
V1,no_aggregation,AT,"[1.0, 1.0, 1.0]",default,1,30,0.683830450730279,0.611958498895614,0.327399737289662,0.999894670317874,0.263118550408
V1,no_aggregation,CC,"[1.0, 1.0, 1.0]",default,1,38,0.554319727464041,0.500617064993405,2.44393672580519e-07,0.991737957562355,0.366193531316341
V1,no_aggregation,EU,"[1.0, 1.0, 1.0]",default,1,17,0.360490174122086,0.501162291859966,0.000145960464906795,0.55508272372376,0.239093221324804
V1,no_aggregation,NNP,"[1.0, 1.0, 1.0]",default,1,49,0.431005687848135,0.500011638525198,0.000677079226309088,0.980494008710804,0.300097163268767
V1,no_aggregation,TUI,"[1.0, 1.0, 1.0]",default,1,31,0.308392113981351,0.360890467936644,4.9999500005e-06,0.976324721925425,0.313063819591249
V1,no_aggregation,All,"[1.0, 1.0, 1.0]",default,1,189,0.495605219989666,0.500449243706226,4.49246779388923e-08,0.999894670317874,0.332436410056905
V2,no_aggregation,AFC,"[1.0, 1.0, 1.0]",default,0,35,0.716741501402217,0.886492364341349,0.00190344120845421,0.999486201252004,0.343336116644627
V2,no_aggregation,AT,"[1.0, 1.0, 1.0]",default,0,33,0.666938617923107,0.500856297439623,0.168248013399494,0.999894670317874,0.29673068685951
V2,no_aggregation,CC,"[1.0, 1.0, 1.0]",default,0,48,0.514015248422769,0.504561910594452,3.29365092374949e-08,0.999066763624921,0.382450089867149
V2,no_aggregation,EU,"[1.0, 1.0, 1.0]",default,0,13,0.280269270755219,0.162726184252686,0.000145960464906795,0.812409137555509,0.301886125245565
V2,no_aggregation,NNP,"[1.0, 1.0, 1.0]",default,0,65,0.456926549169286,0.502062499389005,1.22336476984542e-05,0.993624470501932,0.286318929387947
V2,no_aggregation,TUI,"[1.0, 1.0, 1.0]",default,0,39,0.550659699854975,0.528879675869217,4.9999500005e-06,0.953837050233095,0.235946039560373
V2,no_aggregation,All,"[1.0, 1.0, 1.0]",default,0,233,0.543292332081539,0.507496979478975,3.29365092374949e-08,0.999894670317874,0.329188792333251
V3,weighted_sum,AFC,"[1.0, 1.0, 1.0]",default,1,11,0.44261334128445,0.503470703081475,9.41762020824983e-08,0.99193841958156,0.321190478641652
V3,weighted_sum,AT,"[1.0, 1.0, 1.0]",default,1,8,0.448469200316639,0.290868549717738,0.0592056897612111,0.998613746418694,0.353118608147481
V3,weighted_sum,CC,"[1.0, 1.0, 1.0]",default,1,17,0.359788375998095,0.153413876673897,2.44393672580519e-07,0.99295774747074,0.366993540284731
V3,weighted_sum,EU,"[1.0, 1.0, 1.0]",default,1,5,0.00202079325853843,0.00148432365698195,0.00053041633359871,0.00399484347112511,0.00157094259317605
V3,weighted_sum,NNP,"[1.0, 1.0, 1.0]",default,1,22,0.216241603746136,0.120856731844175,6.6387079689304e-06,0.814976756819254,0.272509815193352
V3,weighted_sum,TUI,"[1.0, 1.0, 1.0]",default,1,17,0.253660135590929,5.49939506653103e-05,4.9999500005e-06,0.928824812239855,0.320114291518611
V3,weighted_sum,All,"[1.0, 1.0, 1.0]",default,1,80,0.29565680377979,0.153411474201773,9.41762020824983e-08,0.998613746418694,0.325160866445978
V4,weighted_sum,AFC,"[1.0, 1.0, 1.0]",default,0,11,0.663743054763108,0.7240176407924,0.0033297410409598,0.999412455927291,0.371621238975252
V4,weighted_sum,AT,"[1.0, 1.0, 1.0]",default,0,11,0.602970717682455,0.454615935400515,0.294077022245119,0.999894670317874,0.290697323415549
V4,weighted_sum,CC,"[1.0, 1.0, 1.0]",default,0,15,0.2907137173218,0.357142448978426,1.1854919127776e-07,0.796201456664863,0.244630492698093
V4,weighted_sum,EU,"[1.0, 1.0, 1.0]",default,0,6,0.464462232568484,0.514122040749328,0.00399484347112511,0.721826032950587,0.240428932918863
V4,weighted_sum,NNP,"[1.0, 1.0, 1.0]",default,0,23,0.255050084919236,0.225351835378584,6.6387079689304e-06,0.547733471295318,0.195825788706037
V4,weighted_sum,TUI,"[1.0, 1.0, 1.0]",default,0,15,0.18642629896937,0.0462630222512614,4.9999500005e-06,0.546263022251261,0.253467555961937
