Time,x,y
0.0,0.0,17.11853398987309
0.1,0.1,17.03443419406528
0.2,0.2,15.660415598488687
0.3,0.3,19.088813863199448
0.4,0.4,14.384234437826997
0.5,0.5,23.346032094738206
0.6,0.6,15.16295412286093
0.7,0.7,21.255810154949636
0.8,0.8,8.7567034265805
0.9,0.9,10.429525416561031
1.0,1.0,12.125671427801015
1.1,1.1,21.406482852400764
1.2,1.2,7.65658782918057
1.3,1.3,19.599738207966958
1.4,1.4,18.279589102779774
1.5,1.5,11.462727122771755
1.6,1.6,16.14964544008616
1.7,1.7,12.072810617583785
1.8,1.8,13.462398382843743
1.9,1.9,11.619349442326723
2.0,2.0,17.029451429211946
2.1,2.1,18.42279627935167
2.2,2.2,16.702137119306215
2.3,2.3,16.290160680159453
2.4,2.4,14.29137709810881
2.5,2.5,19.050273779618113
2.6,2.6,16.561660595645865
2.7,2.7,15.600574611649607
2.8,2.8,14.932426582384606
2.9,2.9,13.200322517077314
3.0,3.0,20.173121408882118
3.1,3.1,12.570252291298774
3.2,3.2,13.466974932332384
3.3,3.3,14.567604137281958
3.4,3.4,16.392628204453242
3.5,3.5,18.364634113260685
3.6,3.6,13.159986272076663
3.7,3.7,13.743252830290803
3.8,3.8,15.567376547637046
3.9,3.9,20.554155484245165
4.0,4.0,15.087924708706113
4.1,4.1,20.33391031804636
4.2,4.2,18.328712861092846
4.3,4.3,11.326914773991204
4.4,4.4,19.084780249858674
4.5,4.5,10.598936921591566
4.6,4.6,9.147967348266327
4.7,4.7,16.446596779712266
4.8,4.8,15.95301016366238
4.9,4.9,17.665726717847875
5.0,5.0,16.205326736630873
5.1,5.1,11.295241462021345
5.2,5.2,12.681355480390247
5.3,5.3,15.753160947942984
5.4,5.4,13.833794958372271
5.5,5.5,15.865888350292574
5.6,5.6,12.589857263915592
5.7,5.7,12.335059590278776
5.8,5.8,11.254187792422039
5.9,5.9,12.551506821737753
6.0,6.0,7.249783292919759
6.1,6.1,15.02949918437104
6.2,6.2,12.032627906089228
6.3,6.3,18.998878611961935
6.4,6.4,16.374473422670846
6.5,6.5,12.441534294235794
6.6,6.6,25.03009239353851
6.7,6.7,13.724962662771581
6.8,6.8,21.131251967018876
6.9,6.9,7.940818361425519
7.0,7.0,11.887666473796166
7.1,7.1,19.17808175827637
7.2,7.2,12.45853677708622
7.3,7.3,14.565298067178665
7.4,7.4,13.599155900761367
7.5,7.5,10.557196781624873
7.6,7.6,15.989707062764353
7.7,7.7,18.280068852360056
7.8,7.8,8.227636489223645
7.9,7.9,10.81156790507893
8.0,8.0,11.25130990363591
8.1,8.1,20.115837572589975
8.2,8.2,16.161984383970154
8.3,8.3,17.947615629069332
8.4,8.4,13.168809084173072
8.5,8.5,15.593393016384422
8.6,8.6,15.003212712710337
8.7,8.7,21.05480682172924
8.8,8.8,10.747464602332169
8.9,8.9,16.171703109244966
9.0,9.0,17.098591070263613
9.1,9.1,22.559465528026614
9.2,9.2,14.171599619686411
9.3,9.3,10.873154800994499
9.4,9.4,13.400431886618485
9.5,9.5,12.914904256956662
9.6,9.6,14.549267201170014
9.7,9.7,16.133703596377174
9.8,9.8,12.705174605267253
9.9,9.9,16.768472115776127
10.0,10.0,9.044798818270372
10.1,10.1,11.899187076686509
10.2,10.2,13.87779186841851
10.3,10.3,15.230227534952503
10.4,10.4,12.13521500379937
10.5,10.5,20.310734665132813
10.6,10.6,12.76020197088298
10.7,10.7,14.275516259530084
10.8,10.8,13.27453936854864
10.9,10.9,5.945491181143495
11.0,11.0,18.34542023082081
11.1,11.1,13.600827822079939
11.2,11.2,7.832572737245286
11.3,11.3,24.33077787274659
11.4,11.4,10.535360546724599
11.5,11.5,14.83604060494617
11.6,11.6,16.41730449938015
11.7,11.7,15.22353479238614
11.8,11.8,17.272214249416113
11.9,11.9,17.309658055395754
12.0,12.0,16.38701405913042
12.1,12.1,18.40759053847137
12.2,12.2,9.687546831979677
12.3,12.3,4.2743576305920925
12.4,12.4,12.686962867824239
12.5,12.5,11.15044950797679
12.6,12.6,18.98551265609629
12.7,12.7,15.780483894071716
12.8,12.8,15.095847492711624
12.9,12.9,9.652176062101487
13.0,13.0,19.48721905539965
13.1,13.1,15.615867267665868
13.2,13.2,13.2842122575797
13.3,13.3,10.819954543009102
13.4,13.4,11.195448793893403
13.5,13.5,18.025191043052942
13.6,13.6,14.191138147836265
13.7,13.7,16.769977276411524
13.8,13.8,14.119803280246527
13.9,13.9,17.894883689992383
14.0,14.0,10.020158533915357
14.1,14.1,15.995165098574786
14.2,14.2,20.8772640548359
14.3,14.3,13.958961697060083
14.4,14.4,15.013236523819112
14.5,14.5,15.998935256259234
