Time|s,xin,reset|bool,TL,BL,dT|s,ic,yout
0,0.0357615807499428,0,10,-10,0,0,1e-10
0.1,0.0357615807499428,0,10,-10,0.1,0,0.00357615817499428
0.2,0.0357615807499428,0,10,-10,0.1,0,0.00715231624998857
0.3,0.0357615807499428,0,10,-10,0.1,0,0.0107284743249829
0.4,0.0357615807499428,0,10,-10,0.1,0,0.0143046323999771
0.5,0.0357615807499428,0,10,-10,0.1,0,0.0178807904749714
0.6,0.0357615807499428,0,10,-10,0.1,0,0.0214569485499657
0.7,0.0357615807499428,0,10,-10,0.1,0,0.02503310662496
0.8,0.0357615807499428,0,10,-10,0.1,0,0.0286092646999543
0.9,0.0357615807499428,0,10,-10,0.1,0,0.0321854227749486
1,0.0357615807499428,0,10,-10,0.1,0,0.0357615808499428
1.1,0.0357615807499428,0,10,-10,0.1,0,0.0393377389249371
1.2,0.0357615807499428,0,10,-10,0.1,0,0.0429138969999314
1.3,0.0357615807499428,0,10,-10,0.0999999999999999,0,0.0464900550749257
1.4,0.0357615807499428,0,10,-10,0.1,0,0.05006621314992
1.5,0.0357615807499428,0,10,-10,0.0999999999999999,0,0.0536423712249143
1.6,0.0357615807499428,0,10,-10,0.1,0,0.0572185292999085
1.7,0.0357615807499428,0,10,-10,0.1,0,0.0607946873749028
1.8,0.0357615807499428,0,10,-10,0.0999999999999999,0,0.0643708454498971
1.9,0.0357615807499428,0,10,-10,0.1,0,0.0679470035248914
2,0.0357615807499428,0,10,-10,0.0999999999999999,0,0.0715231615998857
2.1,0.0357615807499428,0,10,-10,0.1,0,0.07509931967488
2.2,0.0357615807499428,0,10,-10,0.1,0,0.0786754777498742
2.3,0.0357615807499428,0,10,-10,0.1,0,0.0822516358248685
2.4,0.0357615807499428,0,10,-10,0.1,0,0.0858277938998628
2.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.0894039519748571
2.6,0.0357615807499428,0,10,-10,0.1,0,0.0929801100498514
2.7,0.0357615807499428,0,10,-10,0.1,0,0.0965562681248456
2.8,0.0357615807499428,0,10,-10,0.1,0,0.10013242619984
2.9,0.0357615807499428,0,10,-10,0.1,0,0.103708584274834
3,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.107284742349828
3.1,0.0357615807499428,0,10,-10,0.1,0,0.110860900424823
3.2,0.0357615807499428,0,10,-10,0.1,0,0.114437058499817
3.3,0.0357615807499428,0,10,-10,0.1,0,0.118013216574811
3.4,0.0357615807499428,0,10,-10,0.1,0,0.121589374649806
3.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.1251655327248
3.6,0.0357615807499428,0,10,-10,0.1,0,0.128741690799794
3.7,0.0357615807499428,0,10,-10,0.1,0,0.132317848874788
3.8,0.0357615807499428,0,10,-10,0.1,0,0.135894006949783
3.9,0.0357615807499428,0,10,-10,0.1,0,0.139470165024777
4,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.143046323099771
4.1,0.0357615807499428,0,10,-10,0.100000000000001,0,0.146622481174766
4.2,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.15019863924976
4.3,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.153774797324754
4.4,0.0357615807499428,0,10,-10,0.100000000000001,0,0.157350955399749
4.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.160927113474743
4.6,0.0357615807499428,0,10,-10,0.100000000000001,0,0.164503271549737
4.7,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.168079429624731
4.8,0.0357615807499428,0,10,-10,0.100000000000001,0,0.171655587699726
4.9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.17523174577472
5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.178807903849714
5.1,0.0357615807499428,0,10,-10,0.100000000000001,0,0.182384061924709
5.2,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.185960219999703
5.3,0.0357615807499428,0,10,-10,0.100000000000001,0,0.189536378074697
5.4,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.193112536149691
5.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.196688694224686
5.6,0.0357615807499428,0,10,-10,0.100000000000001,0,0.20026485229968
5.7,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.203841010374674
5.8,0.0357615807499428,0,10,-10,0.100000000000001,0,0.207417168449669
5.9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.210993326524663
6,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.214569484599657
6.1,0.0357615807499428,0,10,-10,0.100000000000001,0,0.218145642674652
6.2,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.221721800749646
6.3,0.0357615807499428,0,10,-10,0.100000000000001,0,0.22529795882464
6.4,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.228874116899634
6.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.232450274974629
6.6,0.0357615807499428,0,10,-10,0.100000000000001,0,0.236026433049623
6.7,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.239602591124617
6.8,0.0357615807499428,0,10,-10,0.100000000000001,0,0.243178749199612
6.9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.246754907274606
7,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.2503310653496
7.1,0.0357615807499428,0,10,-10,0.100000000000001,0,0.253907223424594
7.2,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.257483381499589
7.3,0.0357615807499428,0,10,-10,0.100000000000001,0,0.261059539574583
7.4,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.264635697649577
7.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.268211855724572
7.6,0.0357615807499428,0,10,-10,0.100000000000001,0,0.271788013799566
7.7,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.27536417187456
7.8,0.0357615807499428,0,10,-10,0.100000000000001,0,0.278940329949554
7.9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.282516488024549
8,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.286092646099543
8.1,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.289668804174537
8.2,0.0357615807499428,0,10,-10,0.100000000000001,0,0.293244962249532
8.3,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.296821120324526
8.4,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.30039727839952
8.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.303973436474515
8.6,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.307549594549509
8.7,0.0357615807499428,0,10,-10,0.100000000000001,0,0.311125752624503
8.8,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.314701910699497
8.9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.318278068774492
9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.321854226849486
9.1,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.32543038492448
9.2,0.0357615807499428,0,10,-10,0.100000000000001,0,0.329006542999475
9.3,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.332582701074469
9.4,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.336158859149463
9.5,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.339735017224457
9.6,0.0357615807499428,0,10,-10,0.100000000000001,0,0.343311175299452
9.7,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.346887333374446
9.8,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.35046349144944
9.9,0.0357615807499428,0,10,-10,0.0999999999999996,0,0.354039649524435
10,0.19901552513056,0,10,-10,0.0999999999999996,0,0.36577850481846
10.1,0.19901552513056,0,10,-10,0.100000000000001,0,0.385680057331516
10.2,0.19901552513056,0,10,-10,0.0999999999999996,0,0.405581609844572
10.3,0.19901552513056,0,10,-10,0.0999999999999996,0,0.425483162357628
10.4,0.19901552513056,0,10,-10,0.0999999999999996,0,0.445384714870684
10.5,0.19901552513056,0,10,-10,0.0999999999999996,0,0.46528626738374
10.6,0.19901552513056,0,10,-10,0.100000000000001,0,0.485187819896796
10.7,0.19901552513056,0,10,-10,0.0999999999999996,0,0.505089372409852
10.8,0.19901552513056,0,10,-10,0.0999999999999996,0,0.524990924922908
10.9,0.19901552513056,0,10,-10,0.0999999999999996,0,0.544892477435964
11,0.19901552513056,0,10,-10,0.0999999999999996,0,0.56479402994902
11.1,0.19901552513056,0,10,-10,0.100000000000001,0,0.584695582462076
11.2,0.19901552513056,0,10,-10,0.0999999999999996,0,0.604597134975132
11.3,0.19901552513056,0,10,-10,0.0999999999999996,0,0.624498687488188
11.4,0.19901552513056,0,10,-10,0.0999999999999996,0,0.644400240001244
11.5,0.19901552513056,0,10,-10,0.0999999999999996,0,0.6643017925143
11.6,0.19901552513056,0,10,-10,0.100000000000001,0,0.684203345027356
11.7,0.19901552513056,0,10,-10,0.0999999999999996,0,0.704104897540412
