Time,x
0.0,8.437293277879933
0.1,6.621105545357634
0.2,8.626217695199367
0.3,8.22549433053326
0.4,7.0469847743187
0.5,7.614597367951144
0.6,8.558888380093665
0.7,6.682973740139535
0.8,6.864669654875446
0.9,6.197031193218785
1.0,8.5123378533051
1.1,7.766933784505327
1.2,6.358768858788456
1.3,7.803527436914615
1.4,8.151098305781726
1.5,6.105542093757175
1.6,6.603837034281937
1.7,7.532490265321465
1.8,7.9429450948666
1.9,7.732454408364698
2.0,7.262253232596575
2.1,5.436948907247691
2.2,8.579742894179736
2.3,6.622087227389622
2.4,7.879739652949553
2.5,7.623930408696839
2.6,8.901796106681797
2.7,5.9806941886795
2.8,7.936260619955711
2.9,9.762223104052737
3.0,6.865767518594577
3.1,8.501835240353014
3.2,6.677808688863293
3.3,8.187296622359996
3.4,8.252004915330586
3.5,8.953372920724789
3.6,8.233165771710246
3.7,5.182056462050165
3.8,7.454867248196114
3.9,7.359822069932271
4.0,7.063419623859029
4.1,7.542673755035708
4.2,6.518667332632904
4.3,6.005206364692664
4.4,6.516351939833421
4.5,8.85908246104023
4.6,6.9388834858474215
4.7,6.992741858464471
4.8,9.096402591372033
4.9,8.594309704808303
5.0,7.881140202476331
5.1,8.729036073628201
5.2,6.346305407179272
5.3,8.13420977093726
5.4,8.362389732827802
5.5,8.610874602234121
5.6,7.037482884726783
5.7,9.459941420357554
5.8,8.8697821273976
5.9,7.925876125543517
6.0,9.263041022509698
6.1,7.246038064537941
6.2,7.205178219782031
6.3,8.117446642575313
6.4,8.193925744465078
6.5,7.548036939491654
6.6,6.627273150282759
6.7,7.472850538104092
6.8,7.818607916449858
6.9,6.453033060040103
7.0,8.117564886271577
7.1,7.941758350726347
7.2,8.564115113228542
7.3,8.066637885515464
7.4,7.891001227369241
7.5,9.681117210425617
7.6,8.903619571306187
7.7,8.164599367784884
7.8,8.04593406013768
7.9,9.052403820548578
8.0,8.833142557766605
8.1,8.36314341886363
8.2,9.949545725754374
8.3,6.898234706151806
8.4,9.498389650063421
8.5,8.56799447311683
8.6,7.12865856943842
8.7,8.520690690378112
8.8,6.24027133997061
8.9,7.190654977914067
9.0,7.454821366777189
9.1,6.666837383466554
9.2,8.266687047670008
9.3,9.021969310840316
9.4,6.5737430100841
9.5,8.617752309480405
9.6,8.182186723445001
9.7,6.911662034700663
9.8,8.928365473993205
9.9,8.68241457366161
10.0,7.735262921362441
10.1,7.599222884566802
10.2,7.889575686835108
10.3,8.84153577888842
10.4,8.355688974554015
10.5,8.474142829989727
10.6,6.534079029941834
10.7,7.545853716812276
10.8,7.906156191166483
10.9,8.20048357270648
11.0,7.0949915851976995
11.1,8.394642173163085
11.2,7.171090445028314
11.3,8.272531442261112
11.4,8.615186404475617
11.5,9.433356880851425
11.6,9.09834281273572
11.7,8.191222902929901
11.8,8.544057089810627
11.9,7.403227968548742
12.0,7.325292498681959
12.1,8.232435530794774
12.2,7.16738899777089
12.3,8.562951294236035
12.4,7.645607486349074
12.5,9.922736853710648
12.6,8.47637193315072
12.7,7.132620765601635
12.8,7.851168176051913
12.9,7.4677753568200895
13.0,6.882726462522189
13.1,6.8712249469270725
13.2,8.813104041250678
13.3,7.946001941099202
13.4,9.234868483261142
13.5,6.415765054149939
13.6,8.625615435275638
13.7,7.033894705156658
13.8,7.6900573594577
13.9,9.846283191224384
14.0,8.535934430289858
14.1,10.626834956808484
14.2,7.876922909739632
14.3,9.113836215033244
14.4,7.692800151580989
14.5,10.348476601718069
14.6,7.400604838876825
14.7,7.303089539198173
14.8,7.731814926688329
14.9,8.623801302005893
15.0,8.083952288350638
15.1,9.608928368272418
15.2,7.093962008072171
15.3,7.966917778730755
15.4,9.003428864586233
15.5,7.580543143990604
15.6,7.905068399922
15.7,8.81977849846859
15.8,8.952343936677202
15.9,8.584309668396187
16.0,7.588614457956021
16.1,9.370371007533484
16.2,9.295180218780121
16.3,6.937779102035783
16.4,8.56627245532436
16.5,7.5308491842229275
16.6,9.657907515723172
16.7,9.162537231764606
16.8,8.533254628055683
16.9,9.419821734222548
17.0,5.796087687583304
17.1,8.944790087865938
17.2,7.319120750149766
17.3,8.200585174992717
17.4,6.819771036432654
17.5,8.042983475878803
17.6,8.022270398020364
17.7,9.229344062005772
17.8,9.14516671082625
17.9,8.853244772568932
18.0,8.617285899653885
18.1,7.650498960966859
18.2,6.1587937367419965
18.3,9.462200178023075
18.4,7.475423703594253
18.5,7.687828619101222
18.6,5.712119326823856
18.7,5.960320964665024
18.8,7.2626999532325724
18.9,7.757455661122587
19.0,7.196640734832137
19.1,10.580131322408908
19.2,7.392262659142797
19.3,6.999752037408121
19.4,9.584156348082626
19.5,7.955114230498413
19.6,8.228204384596415
19.7,7.171803988264615
19.8,9.599889835504111
19.9,8.053806951749431
