Time,x
0.0,9.289485952915376
0.1,10.153781304452586
0.2,7.501615767677556
0.3,8.173855511463195
0.4,8.274555877181772
0.5,14.262707638211456
0.6,7.872101780471642
0.7,8.289578051265742
0.8,8.292639188477683
0.9,10.224140432396645
1.0,5.457560020006346
1.1,7.8251992452030095
1.2,6.4147367731703495
1.3,8.226636786045393
1.4,13.492861549956235
1.5,9.597175502457896
1.6,10.261945691483623
1.7,10.564192216613797
1.8,4.579582521993753
1.9,7.4554194756873535
2.0,16.929363077692862
2.1,10.77715892268589
2.2,9.680562269350084
2.3,6.809902452161484
2.4,8.516984334953001
2.5,4.673081841321588
2.6,7.614628415632005
2.7,9.322963549876173
2.8,10.606693416293279
2.9,12.222577154050377
3.0,8.001906907090579
3.1,9.160087916797812
3.2,6.753136510125323
3.3,6.915701143987996
3.4,6.576708458643035
3.5,15.97980666269643
3.6,6.647076322035504
3.7,8.66069282985577
3.8,6.84402469693924
3.9,3.711741605835405
4.0,12.103354201141087
4.1,12.92742302635052
4.2,6.642957661025776
4.3,8.381796680072227
4.4,10.324026598987903
4.5,9.924206005999805
4.6,5.748237589610211
4.7,7.77101664415023
4.8,7.189315633595804
4.9,7.539114692416723
5.0,7.875436470578952
5.1,7.8474033854586605
5.2,9.461111532980917
5.3,7.967198606363993
5.4,13.29390467818613
5.5,10.393081432028751
5.6,9.215676150470879
5.7,8.27435077590072
5.8,9.358834659227723
5.9,7.995693417355311
6.0,8.422159522739513
6.1,8.716500825033735
6.2,11.305539744736837
6.3,6.503551788285819
6.4,10.22584615480031
6.5,8.404104765719675
6.6,12.677863618844794
6.7,11.561793581098046
6.8,8.732983299816375
6.9,11.997121351174279
7.0,8.945783137811956
7.1,11.556026814335535
7.2,8.271680487538216
7.3,11.427432639547012
7.4,8.927889380034697
7.5,10.30263313005158
7.6,8.815527217638744
7.7,9.027620054609919
7.8,5.594701009678419
7.9,13.86342597050769
8.0,12.330906194518345
8.1,5.219113583826916
8.2,8.104646526701865
8.3,12.943550215315353
8.4,13.305213018463329
8.5,12.544234744599404
8.6,6.968116295045288
8.7,6.452085050359711
8.8,4.678617391466846
8.9,7.563384293022762
9.0,8.126578748051731
9.1,11.077048551271856
9.2,7.417791372571943
9.3,5.870486927379272
9.4,11.36703269429919
9.5,8.671038402046054
9.6,9.85718167695433
9.7,11.82604026772951
9.8,9.904085448999007
9.9,10.840153082752813
10.0,6.467226820402363
10.1,3.885234603629346
10.2,8.985347344658619
10.3,7.556346142244415
10.4,12.933997910432888
10.5,9.82655798187222
10.6,10.249917575079023
10.7,12.932448890214898
10.8,7.337452418463316
10.9,7.735220538448109
11.0,12.317259031566598
11.1,6.949868857322295
11.2,13.326355958907133
11.3,8.843272584374978
11.4,7.9002304309966895
11.5,5.5890256533219125
11.6,7.486512724407456
11.7,11.74522901179684
11.8,6.741491565608061
11.9,10.088102815569998
12.0,9.095851201744313
12.1,10.387391337094742
12.2,15.190051952786874
12.3,9.239387272941842
12.4,8.848069705376394
12.5,11.739025247200434
12.6,7.228885340733113
12.7,7.75349210969201
12.8,1.9206738603814983
12.9,7.826521166459311
13.0,10.555051311799703
13.1,11.394950968444437
13.2,9.463138921963871
13.3,10.61596335549461
13.4,10.774206216386498
13.5,5.876259757292644
13.6,8.776614826175301
13.7,9.32495479558247
13.8,4.574951558090023
13.9,7.929003391345709
14.0,9.056253559254664
14.1,11.729765551713301
14.2,9.951703514689337
14.3,7.458128682928808
14.4,10.256616827691017
14.5,9.75078813462151
14.6,12.666082727873858
14.7,10.006157634735768
14.8,11.086954488835566
14.9,11.013846605229899
15.0,6.63285013939392
15.1,12.101459148424297
15.2,12.936338074614108
15.3,5.837890485227127
15.4,11.900647071371349
15.5,8.563785826561963
15.6,7.977086055191455
15.7,5.323392455487166
15.8,12.967420186974508
15.9,10.594234546796857
16.0,2.296910147389548
16.1,5.384875129069936
16.2,10.607474821146191
16.3,8.918943784933157
16.4,8.782751153130977
16.5,6.162294218722504
16.6,10.255994391930216
16.7,14.108586735935367
16.8,10.768757988732855
16.9,13.345577563518994
17.0,10.47512660739583
17.1,12.094613974173061
17.2,8.194638945204543
17.3,8.994031593992458
17.4,7.909325905799645
17.5,5.946116493955772
17.6,9.834898479051095
17.7,8.965514468334927
17.8,7.396620000715242
17.9,8.859869343042575
18.0,7.461086416442647
18.1,10.029960126324088
18.2,9.656106633354108
18.3,8.942114316128357
18.4,8.504752259842395
18.5,8.71710798534674
18.6,9.958589279420334
18.7,5.063846223283168
18.8,8.433498789868938
18.9,8.888840212340941
19.0,12.607158734506548
19.1,6.284757196267246
19.2,8.61943616534779
19.3,10.980571082551918
19.4,11.28783299860593
19.5,8.5183537272765
19.6,8.048301552248653
19.7,5.1147790071272
19.8,4.939376284538362
19.9,10.229192976316432
